bd,sn,uw,lw,sz,id
13,-1.0,5,7,25,8127
23,1.0,6,1,30,8128
1,1.0,15,0,16,8129
14,-1.0,6,10,30,8130
9,-1.0,10,24,43,8131
8,1.0,22,8,38,8132
11,-1.0,8,3,22,8133
7,1.0,3,9,19,8134
12,-1.0,8,2,22,8135
2,-1.0,12,6,20,8136
24,-1.0,1,7,32,8137
7,1.0,6,3,16,8138
2,-1.0,3,6,11,8139
13,-1.0,1,6,20,8140
60,-1.0,0,0,60,8141
83,-1.0,20,0,103,8142
91,-1.0,22,0,113,8143
176,-1.0,1,0,177,8144
118,1.0,17,114,249,8145
156,-1.0,3,10,169,8146
31,-1.0,0,93,124,8147
44,1.0,56,0,100,8148
1,1.0,42,36,79,8149
82,1.0,12,0,94,8150
26,-1.0,45,0,71,8151
24,-1.0,40,16,80,8152
1,1.0,24,20,45,8153
53,1.0,3,7,63,8154
50,1.0,16,2,68,8155
26,1.0,22,12,60,8156
7,-1.0,1,45,53,8157
1,-1.0,18,29,48,8158
17,-1.0,7,9,33,8159
60,-1.0,4,0,64,8160
14,1.0,22,8,44,8161
47,-1.0,0,4,51,8162
4,-1.0,25,22,51,8163
8,-1.0,19,4,31,8164
55,-1.0,15,9,79,8165
55,-1.0,2,9,66,8166
5,1.0,23,9,37,8167
51,1.0,3,19,73,8168
2,1.0,43,9,54,8169
1,1.0,19,24,44,8170
23,-1.0,19,0,42,8171
38,-1.0,16,14,68,8172
1,1.0,18,13,32,8173
14,1.0,9,3,26,8174
5,-1.0,14,1,20,8175
72,1.0,43,1,116,8176
31,1.0,64,6,101,8177
50,-1.0,0,49,99,8178
31,1.0,37,9,77,8179
20,1.0,3,15,38,8180
41,1.0,15,0,56,8181
23,1.0,1,15,39,8182
1,1.0,18,12,31,8183
50,-1.0,9,3,62,8184
9,-1.0,12,6,27,8185
22,-1.0,0,17,39,8186
35,1.0,13,0,48,8187
11,1.0,4,23,38,8188
29,1.0,2,0,31,8189
9,1.0,15,0,24,8190
51,-1.0,0,1,52,8191
28,1.0,4,0,32,8192
8,1.0,1,9,18,8193
5,1.0,1,10,16,8194
6,-1.0,0,9,15,8195
27,1.0,2,2,31,8196
20,-1.0,5,1,26,8197
17,1.0,13,8,38,8198
22,1.0,19,0,41,8199
43,1.0,6,0,49,8200
14,-1.0,10,2,26,8201
15,1.0,7,7,29,8202
45,1.0,3,0,48,8203
15,1.0,8,4,27,8204
36,1.0,0,5,41,8205
38,-1.0,9,7,54,8206
5,1.0,22,1,28,8207
20,-1.0,4,13,37,8208
13,1.0,3,7,23,8209
42,-1.0,0,3,45,8210
0,-1.0,1,24,25,8211
16,1.0,8,2,26,8212
9,1.0,5,8,22,8213
60,1.0,5,12,77,8214
11,-1.0,5,15,31,8215
11,1.0,13,2,26,8216
5,-1.0,0,3,8,8217
10,1.0,8,18,36,8218
14,1.0,3,7,24,8219
5,1.0,4,25,34,8220
26,-1.0,94,13,133,8221
39,1.0,23,1,63,8222
31,1.0,16,0,47,8223
13,-1.0,25,6,44,8224
13,-1.0,12,3,28,8225
14,-1.0,1,21,36,8226
23,1.0,0,6,29,8227
34,-1.0,11,6,51,8228
24,-1.0,3,25,52,8229
29,-1.0,10,0,39,8230
12,1.0,13,10,35,8231
26,-1.0,10,14,50,8232
8,1.0,0,13,21,8233
1,1.0,7,10,18,8234
55,-1.0,0,10,65,8235
8,1.0,11,4,23,8236
13,1.0,1,3,17,8237
4,1.0,9,7,20,8238
1,1.0,1,9,11,8239
11,1.0,2,18,31,8240
8,-1.0,9,1,18,8241
16,-1.0,0,12,28,8242
19,1.0,5,8,32,8243
3,-1.0,11,10,24,8244
2,1.0,9,7,18,8245
3,-1.0,0,19,22,8246
0,0.0,15,6,21,8247
5,-1.0,0,18,23,8248
7,-1.0,3,10,20,8249
3,1.0,11,6,20,8250
15,1.0,12,0,27,8251
3,1.0,4,0,7,8252
30,-1.0,2,15,47,8253
3,-1.0,3,12,18,8254
63,-1.0,0,2,65,8255
19,1.0,19,7,45,8256
3,1.0,15,4,22,8257
11,1.0,4,3,18,8258
17,1.0,3,3,23,8259
8,1.0,3,4,15,8260
16,1.0,5,3,24,8261
12,-1.0,0,9,21,8262
1,-1.0,16,1,18,8263
38,-1.0,0,9,47,8264
5,-1.0,1,26,32,8265
25,1.0,3,17,45,8266
3,-1.0,7,11,21,8267
27,-1.0,10,3,40,8268
59,-1.0,3,28,90,8269
16,-1.0,8,5,29,8270
39,1.0,6,7,52,8271
12,-1.0,4,14,30,8272
5,-1.0,4,19,28,8273
10,-1.0,0,10,20,8274
62,-1.0,0,14,76,8275
16,-1.0,13,15,44,8276
34,-1.0,3,4,41,8277
7,1.0,19,0,26,8278
65,1.0,6,8,79,8279
14,1.0,0,10,24,8280
8,1.0,8,4,20,8281
40,-1.0,6,8,54,8282
41,1.0,7,1,49,8283
7,-1.0,6,11,24,8284
22,-1.0,5,3,30,8285
32,-1.0,9,2,43,8286
2,-1.0,0,15,17,8287
35,-1.0,0,3,38,8288
34,1.0,1,4,39,8289
9,-1.0,2,16,27,8290
25,1.0,7,1,33,8291
10,-1.0,11,2,23,8292
32,-1.0,1,7,40,8293
9,1.0,7,6,22,8294
46,1.0,19,0,65,8295
22,1.0,6,8,36,8296
15,1.0,16,1,32,8297
38,-1.0,2,1,41,8298
29,1.0,1,1,31,8299
2,1.0,8,8,18,8300
3,1.0,43,3,49,8301
11,-1.0,24,3,38,8302
18,1.0,0,23,41,8303
12,-1.0,3,7,22,8304
0,-1.0,3,12,15,8305
7,1.0,2,2,11,8306
16,-1.0,4,5,25,8307
11,-1.0,1,12,24,8308
98,-1.0,0,0,98,8309
20,1.0,0,27,47,8310
20,-1.0,1,13,34,8311
22,-1.0,5,0,27,8312
12,-1.0,0,22,34,8313
21,-1.0,0,22,43,8314
0,0.0,11,0,11,8315
25,1.0,1,1,27,8316
25,-1.0,2,17,44,8317
11,1.0,4,11,26,8318
66,-1.0,2,0,68,8319
6,1.0,14,6,26,8320
0,0.0,31,0,31,8321
1,1.0,8,16,25,8322
7,-1.0,13,11,31,8323
16,-1.0,1,14,31,8324
10,1.0,1,17,28,8325
10,-1.0,4,11,25,8326
5,-1.0,1,20,26,8327
1,1.0,4,27,32,8328
5,1.0,22,7,34,8329
2,-1.0,8,15,25,8330
20,-1.0,8,12,40,8331
3,-1.0,4,14,21,8332
11,1.0,4,10,25,8333
5,1.0,5,13,23,8334
35,-1.0,0,18,53,8335
23,1.0,2,26,51,8336
2,1.0,12,12,26,8337
8,-1.0,15,19,42,8338
12,1.0,20,32,64,8339
25,-1.0,20,23,68,8340
88,-1.0,9,9,106,8341
30,1.0,6,12,48,8342
15,-1.0,19,9,43,8343
11,1.0,23,4,38,8344
12,1.0,1,16,29,8345
1,-1.0,9,11,21,8346
2,1.0,2,19,23,8347
17,1.0,6,4,27,8348
11,1.0,5,5,21,8349
7,1.0,0,8,15,8350
2,-1.0,12,3,17,8351
6,-1.0,6,6,18,8352
17,-1.0,9,7,33,8353
1,1.0,5,10,16,8354
13,1.0,8,3,24,8355
12,-1.0,4,18,34,8356
17,1.0,3,11,31,8357
8,1.0,7,4,19,8358
5,1.0,10,3,18,8359
8,1.0,12,0,20,8360
111,-1.0,15,5,131,8361
4,-1.0,21,11,36,8362
30,1.0,6,8,44,8363
0,1.0,7,11,18,8364
14,1.0,12,2,28,8365
33,-1.0,12,0,45,8366
5,1.0,18,0,23,8367
8,-1.0,2,9,19,8368
18,1.0,7,3,28,8369
1,-1.0,6,1,8,8370
17,-1.0,0,18,35,8371
30,-1.0,1,20,51,8372
1,1.0,18,5,24,8373
53,-1.0,1,15,69,8374
15,-1.0,2,23,40,8375
11,1.0,8,11,30,8376
8,1.0,10,11,29,8377
8,-1.0,5,11,24,8378
21,-1.0,2,18,41,8379
42,1.0,0,2,44,8380
10,-1.0,5,6,21,8381
18,-1.0,4,2,24,8382
20,1.0,8,3,31,8383
9,-1.0,3,1,13,8384
1,1.0,13,5,19,8385
1,1.0,14,7,22,8386
25,-1.0,10,6,41,8387
37,-1.0,1,1,39,8388
1,-1.0,2,24,27,8389
20,-1.0,5,8,33,8390
31,1.0,5,5,41,8391
18,1.0,12,6,36,8392
5,1.0,3,16,24,8393
1,-1.0,0,14,15,8394
7,1.0,8,3,18,8395
66,1.0,22,0,88,8396
5,-1.0,10,9,24,8397
15,1.0,4,7,26,8398
0,-1.0,7,3,10,8399
21,1.0,18,1,40,8400
51,1.0,3,0,54,8401
2,-1.0,13,1,16,8402
14,-1.0,3,8,25,8403
4,-1.0,2,18,24,8404
20,1.0,3,1,24,8405
13,1.0,4,6,23,8406
9,1.0,8,3,20,8407
42,-1.0,5,0,47,8408
44,-1.0,0,33,77,8409
2,1.0,3,27,32,8410
25,1.0,5,9,39,8411
15,-1.0,5,4,24,8412
14,-1.0,0,16,30,8413
4,1.0,1,7,12,8414
27,-1.0,1,6,34,8415
20,1.0,0,5,25,8416
0,-1.0,1,6,7,8417
12,1.0,10,1,23,8418
6,1.0,0,11,17,8419
10,1.0,8,4,22,8420
27,1.0,3,0,30,8421
22,1.0,4,13,39,8422
19,-1.0,17,2,38,8423
23,1.0,7,0,30,8424
0,1.0,12,5,17,8425
30,-1.0,4,0,34,8426
22,-1.0,5,4,31,8427
28,1.0,0,14,42,8428
12,-1.0,6,7,25,8429
23,1.0,2,12,37,8430
32,1.0,15,1,48,8431
5,-1.0,15,0,20,8432
1,-1.0,4,11,16,8433
2,-1.0,2,18,22,8434
8,1.0,10,0,18,8435
24,-1.0,1,2,27,8436
9,1.0,0,10,19,8437
9,-1.0,1,13,23,8438
1,1.0,3,10,14,8439
48,-1.0,0,1,49,8440
17,1.0,15,3,35,8441
0,1.0,13,4,17,8442
8,1.0,8,0,16,8443
0,-1.0,6,9,15,8444
0,-1.0,9,6,15,8445
9,-1.0,6,3,18,8446
8,1.0,3,6,17,8447
40,-1.0,4,38,82,8448
19,-1.0,0,18,37,8449
50,-1.0,5,3,58,8450
7,1.0,6,6,19,8451
6,1.0,14,9,29,8452
8,1.0,1,8,17,8453
1,1.0,1,13,15,8454
5,1.0,3,7,15,8455
2,-1.0,0,8,10,8456
0,-1.0,10,2,12,8457
1,-1.0,5,2,8,8458
3,1.0,16,0,19,8459
1,1.0,12,1,14,8460
32,1.0,0,16,48,8461
4,1.0,12,8,24,8462
43,1.0,0,2,45,8463
17,-1.0,12,5,34,8464
3,-1.0,13,2,18,8465
17,-1.0,0,3,20,8466
23,1.0,7,12,42,8467
31,-1.0,2,7,40,8468
52,-1.0,0,11,63,8469
38,1.0,1,3,42,8470
3,1.0,0,10,13,8471
0,-1.0,8,6,14,8472
3,-1.0,2,1,6,8473
2,1.0,1,3,6,8474
13,-1.0,11,1,25,8475
17,1.0,5,0,22,8476
15,1.0,11,0,26,8477
6,1.0,4,8,18,8478
4,-1.0,14,8,26,8479
7,-1.0,0,12,19,8480
15,1.0,6,2,23,8481
16,-1.0,12,24,52,8482
4,1.0,13,5,22,8483
28,-1.0,7,6,41,8484
33,-1.0,1,16,50,8485
20,1.0,3,8,31,8486
1,-1.0,6,0,7,8487
2,1.0,0,3,5,8488
24,-1.0,1,3,28,8489
4,-1.0,2,6,12,8490
5,1.0,0,2,7,8491
1,1.0,7,19,27,8492
7,-1.0,1,0,8,8493
44,-1.0,3,1,48,8494
7,-1.0,8,1,16,8495
0,-1.0,4,4,8,8496
14,1.0,10,4,28,8497
7,-1.0,0,9,16,8498
3,1.0,3,5,11,8499
15,-1.0,1,2,18,8500
17,-1.0,19,35,71,8501
36,-1.0,0,14,50,8502
10,-1.0,8,0,18,8503
0,-1.0,6,0,6,8504
11,1.0,17,5,33,8505
0,-1.0,18,7,25,8506
0,1.0,2,9,11,8507
5,1.0,3,9,17,8508
7,1.0,2,9,18,8509
7,-1.0,13,14,34,8510
2,-1.0,18,6,26,8511
27,-1.0,0,4,31,8512
28,-1.0,8,7,43,8513
37,-1.0,3,15,55,8514
26,1.0,1,6,33,8515
14,1.0,0,12,26,8516
9,1.0,10,4,23,8517
7,-1.0,5,13,25,8518
57,-1.0,21,1,79,8519
30,-1.0,0,9,39,8520
12,1.0,11,6,29,8521
10,-1.0,3,17,30,8522
33,-1.0,0,5,38,8523
2,1.0,14,9,25,8524
19,-1.0,2,4,25,8525
17,-1.0,1,8,26,8526
4,-1.0,0,3,7,8527
4,1.0,2,17,23,8528
18,1.0,2,9,29,8529
26,1.0,12,4,42,8530
37,-1.0,9,7,53,8531
3,1.0,4,10,17,8532
39,1.0,0,3,42,8533
28,-1.0,4,5,37,8534
8,-1.0,9,7,24,8535
49,1.0,4,0,53,8536
2,-1.0,5,15,22,8537
13,1.0,6,2,21,8538
4,-1.0,7,5,16,8539
11,1.0,4,9,24,8540
33,-1.0,1,13,47,8541
2,1.0,2,22,26,8542
14,1.0,9,14,37,8543
19,1.0,45,0,64,8544
18,1.0,8,1,27,8545
2,-1.0,34,19,55,8546
28,-1.0,13,0,41,8547
1,1.0,7,38,46,8548
19,-1.0,1,1,21,8549
0,1.0,8,11,19,8550
13,1.0,0,7,20,8551
15,-1.0,0,7,22,8552
13,-1.0,3,3,19,8553
45,-1.0,1,8,54,8554
11,-1.0,7,23,41,8555
27,-1.0,9,0,36,8556
39,1.0,0,0,39,8557
7,-1.0,0,17,24,8558
16,1.0,0,8,24,8559
35,-1.0,1,5,41,8560
8,-1.0,1,30,39,8561
50,1.0,0,0,50,8562
43,-1.0,2,1,46,8563
26,1.0,1,5,32,8564
6,1.0,10,4,20,8565
5,1.0,12,7,24,8566
25,-1.0,0,6,31,8567
6,1.0,1,0,7,8568
30,-1.0,2,11,43,8569
9,-1.0,13,1,23,8570
0,1.0,1,7,8,8571
2,1.0,12,6,20,8572
19,-1.0,5,2,26,8573
6,1.0,3,16,25,8574
4,-1.0,8,8,20,8575
2,1.0,1,13,16,8576
20,-1.0,0,9,29,8577
14,-1.0,2,24,40,8578
3,1.0,0,17,20,8579
33,-1.0,0,50,83,8580
39,-1.0,0,28,67,8581
13,1.0,25,15,53,8582
13,1.0,21,2,36,8583
35,1.0,0,5,40,8584
25,-1.0,11,2,38,8585
42,-1.0,2,8,52,8586
29,1.0,7,2,38,8587
11,-1.0,1,18,30,8588
25,-1.0,13,3,41,8589
18,-1.0,0,8,26,8590
1,1.0,14,6,21,8591
8,-1.0,1,17,26,8592
13,-1.0,4,3,20,8593
28,-1.0,2,0,30,8594
10,-1.0,0,27,37,8595
47,1.0,7,9,63,8596
19,1.0,1,12,32,8597
27,-1.0,0,7,34,8598
20,1.0,10,4,34,8599
15,-1.0,14,4,33,8600
6,1.0,9,7,22,8601
29,1.0,0,0,29,8602
7,1.0,10,7,24,8603
1,-1.0,14,2,17,8604
1,1.0,2,16,19,8605
0,-1.0,6,8,14,8606
11,1.0,20,3,34,8607
1,-1.0,11,8,20,8608
4,1.0,4,12,20,8609
39,-1.0,10,16,65,8610
2,1.0,14,7,23,8611
15,-1.0,5,5,25,8612
46,-1.0,5,4,55,8613
36,1.0,1,3,40,8614
20,-1.0,0,5,25,8615
11,-1.0,6,24,41,8616
26,1.0,10,2,38,8617
5,1.0,1,18,24,8618
74,1.0,2,5,81,8619
1,1.0,16,6,23,8620
68,-1.0,0,31,99,8621
3,-1.0,8,26,37,8622
12,1.0,3,22,37,8623
4,1.0,8,13,25,8624
18,-1.0,4,8,30,8625
9,-1.0,9,12,30,8626
17,1.0,8,4,29,8627
2,1.0,6,7,15,8628
5,1.0,5,12,22,8629
8,-1.0,4,6,18,8630
26,-1.0,5,6,37,8631
8,1.0,1,6,15,8632
13,1.0,13,4,30,8633
6,1.0,0,19,25,8634
11,-1.0,7,7,25,8635
5,1.0,6,8,19,8636
19,1.0,7,8,34,8637
8,1.0,9,3,20,8638
9,-1.0,7,9,25,8639
32,-1.0,2,2,36,8640
4,1.0,8,17,29,8641
62,-1.0,0,11,73,8642
6,-1.0,20,13,39,8643
0,1.0,17,7,24,8644
42,-1.0,1,6,49,8645
0,1.0,1,14,15,8646
18,-1.0,6,2,26,8647
12,-1.0,1,19,32,8648
6,-1.0,10,0,16,8649
8,1.0,6,16,30,8650
23,1.0,2,6,31,8651
6,-1.0,5,15,26,8652
23,1.0,5,1,29,8653
1,1.0,17,3,21,8654
28,-1.0,2,5,35,8655
10,1.0,19,2,31,8656
93,1.0,16,4,113,8657
1,1.0,19,17,37,8658
11,-1.0,4,6,21,8659
31,-1.0,4,67,102,8660
7,-1.0,11,13,31,8661
56,1.0,1,3,60,8662
5,-1.0,18,4,27,8663
12,-1.0,5,16,33,8664
1,1.0,9,7,17,8665
0,0.0,13,5,18,8666
27,-1.0,0,0,27,8667
0,1.0,11,18,29,8668
14,1.0,0,8,22,8669
15,1.0,1,3,19,8670
27,1.0,0,5,32,8671
13,-1.0,27,8,48,8672
13,-1.0,17,0,30,8673
39,1.0,4,3,46,8674
5,1.0,18,7,30,8675
11,1.0,1,10,22,8676
1,1.0,11,10,22,8677
28,-1.0,5,5,38,8678
10,-1.0,0,19,29,8679
35,1.0,0,0,35,8680
19,-1.0,0,5,24,8681
16,-1.0,0,14,30,8682
4,1.0,1,5,10,8683
2,1.0,12,5,19,8684
1,1.0,7,12,20,8685
15,1.0,0,3,18,8686
0,0.0,6,6,12,8687
10,-1.0,0,15,25,8688
32,-1.0,4,7,43,8689
6,-1.0,0,44,50,8690
23,-1.0,0,16,39,8691
38,-1.0,1,13,52,8692
44,1.0,0,20,64,8693
5,1.0,1,35,41,8694
0,1.0,5,13,18,8695
40,-1.0,2,2,44,8696
15,1.0,3,5,23,8697
38,-1.0,0,7,45,8698
13,1.0,12,1,26,8699
9,1.0,3,24,36,8700
7,-1.0,32,3,42,8701
12,-1.0,20,0,32,8702
12,1.0,12,6,30,8703
13,1.0,8,5,26,8704
61,-1.0,0,7,68,8705
4,-1.0,0,42,46,8706
31,-1.0,3,0,34,8707
9,1.0,7,25,41,8708
48,-1.0,0,36,84,8709
49,1.0,26,1,76,8710
0,0.0,4,37,41,8711
60,-1.0,1,20,81,8712
76,-1.0,0,33,109,8713
8,1.0,4,12,24,8714
24,1.0,19,0,43,8715
33,-1.0,1,6,40,8716
32,-1.0,0,1,33,8717
1,1.0,22,3,26,8718
6,-1.0,16,9,31,8719
11,-1.0,4,32,47,8720
28,1.0,2,2,32,8721
10,1.0,22,0,32,8722
20,-1.0,5,4,29,8723
1,-1.0,12,11,24,8724
9,-1.0,10,8,27,8725
33,1.0,2,3,38,8726
9,-1.0,5,7,21,8727
10,1.0,10,5,25,8728
10,-1.0,12,1,23,8729
10,1.0,17,5,32,8730
20,-1.0,6,3,29,8731
10,-1.0,12,6,28,8732
23,1.0,6,4,33,8733
40,-1.0,0,2,42,8734
3,-1.0,16,8,27,8735
45,1.0,4,0,49,8736
22,-1.0,7,16,45,8737
15,-1.0,8,6,29,8738
25,-1.0,5,0,30,8739
28,1.0,0,3,31,8740
18,1.0,4,19,41,8741
39,1.0,12,10,61,8742
22,-1.0,2,9,33,8743
7,1.0,4,18,29,8744
1,-1.0,8,13,22,8745
24,1.0,17,0,41,8746
2,1.0,28,2,32,8747
21,-1.0,19,11,51,8748
11,-1.0,15,4,30,8749
25,1.0,7,3,35,8750
31,-1.0,2,3,36,8751
34,-1.0,8,6,48,8752
26,-1.0,6,23,55,8753
7,-1.0,12,8,27,8754
73,-1.0,0,0,73,8755
14,1.0,9,22,45,8756
21,-1.0,4,11,36,8757
97,-1.0,1,10,108,8758
17,-1.0,9,9,35,8759
9,1.0,0,19,28,8760
21,1.0,0,21,42,8761
1,1.0,2,23,26,8762
204,-1.0,5,60,269,8763
17,-1.0,1,59,77,8764
30,1.0,0,33,63,8765
7,1.0,6,17,30,8766
85,-1.0,0,0,85,8767
2,-1.0,17,23,42,8768
60,-1.0,2,7,69,8769
15,1.0,12,9,36,8770
20,1.0,24,0,44,8771
13,-1.0,10,7,30,8772
44,-1.0,11,1,56,8773
68,-1.0,2,0,70,8774
63,1.0,0,40,103,8775
67,1.0,0,0,67,8776
43,-1.0,12,12,67,8777
14,1.0,15,36,65,8778
21,1.0,9,0,30,8779
16,-1.0,19,8,43,8780
5,1.0,5,11,21,8781
16,-1.0,23,0,39,8782
6,1.0,4,9,19,8783
6,-1.0,13,8,27,8784
34,-1.0,6,2,42,8785
46,-1.0,0,3,49,8786
3,-1.0,21,6,30,8787
10,-1.0,15,17,42,8788
34,-1.0,2,25,61,8789
37,-1.0,17,13,67,8790
74,1.0,1,23,98,8791
39,1.0,15,4,58,8792
24,-1.0,11,21,56,8793
18,-1.0,0,19,37,8794
15,1.0,1,17,33,8795
19,1.0,5,5,29,8796
37,-1.0,3,42,82,8797
6,-1.0,13,6,25,8798
0,1.0,4,20,24,8799
10,-1.0,10,9,29,8800
36,1.0,0,3,39,8801
1,-1.0,19,18,38,8802
2,1.0,15,2,19,8803
23,1.0,1,9,33,8804
33,1.0,23,9,65,8805
13,1.0,40,11,64,8806
9,-1.0,29,4,42,8807
32,-1.0,11,11,54,8808
11,1.0,10,5,26,8809
20,-1.0,4,10,34,8810
54,1.0,19,0,73,8811
39,-1.0,13,8,60,8812
26,-1.0,9,20,55,8813
28,1.0,4,12,44,8814
3,1.0,18,10,31,8815
33,-1.0,0,8,41,8816
24,-1.0,6,4,34,8817
1,1.0,10,31,42,8818
9,-1.0,20,10,39,8819
22,-1.0,14,11,47,8820
3,-1.0,10,13,26,8821
42,-1.0,12,11,65,8822
3,1.0,16,5,24,8823
154,-1.0,0,0,154,8824
75,-1.0,23,0,98,8825
21,1.0,16,14,51,8826
24,1.0,24,5,53,8827
57,-1.0,6,3,66,8828
48,-1.0,17,5,70,8829
1,1.0,22,7,30,8830
50,-1.0,0,18,68,8831
32,1.0,2,34,68,8832
9,1.0,4,23,36,8833
37,1.0,4,4,45,8834
1,-1.0,2,10,13,8835
53,-1.0,0,0,53,8836
0,1.0,11,24,35,8837
1,-1.0,10,13,24,8838
1,-1.0,12,7,20,8839
16,1.0,7,14,37,8840
6,-1.0,11,5,22,8841
26,-1.0,0,12,38,8842
0,-1.0,8,11,19,8843
6,-1.0,23,0,29,8844
1,1.0,23,1,25,8845
24,1.0,20,0,44,8846
53,-1.0,16,3,72,8847
29,1.0,14,8,51,8848
14,-1.0,6,15,35,8849
1,-1.0,7,18,26,8850
13,-1.0,3,12,28,8851
52,-1.0,2,11,65,8852
28,-1.0,11,11,50,8853
47,-1.0,14,8,69,8854
69,1.0,2,0,71,8855
11,-1.0,7,11,29,8856
35,1.0,19,0,54,8857
12,1.0,0,12,24,8858
23,-1.0,9,12,44,8859
12,-1.0,12,6,30,8860
36,-1.0,0,21,57,8861
12,1.0,14,4,30,8862
15,-1.0,2,15,32,8863
67,-1.0,5,2,74,8864
22,1.0,23,1,46,8865
50,-1.0,8,0,58,8866
18,-1.0,13,18,49,8867
22,-1.0,3,16,41,8868
81,1.0,26,3,110,8869
23,1.0,36,18,77,8870
4,-1.0,23,1,28,8871
16,1.0,6,18,40,8872
42,-1.0,2,0,44,8873
25,-1.0,10,11,46,8874
2,-1.0,1,26,29,8875
40,-1.0,6,11,57,8876
12,1.0,0,36,48,8877
19,-1.0,20,9,48,8878
3,1.0,31,4,38,8879
37,1.0,13,0,50,8880
13,1.0,8,6,27,8881
8,-1.0,7,10,25,8882
29,-1.0,0,6,35,8883
2,-1.0,19,0,21,8884
30,1.0,2,3,35,8885
0,-1.0,4,14,18,8886
24,1.0,2,1,27,8887
27,-1.0,0,8,35,8888
32,1.0,14,3,49,8889
8,1.0,14,0,22,8890
8,-1.0,5,7,20,8891
34,-1.0,0,7,41,8892
6,-1.0,5,2,13,8893
29,-1.0,3,12,44,8894
4,-1.0,1,18,23,8895
1,1.0,8,11,20,8896
27,-1.0,2,17,46,8897
13,-1.0,9,0,22,8898
17,1.0,6,9,32,8899
67,-1.0,1,3,71,8900
9,-1.0,7,13,29,8901
1,1.0,23,37,61,8902
40,1.0,8,4,52,8903
10,-1.0,2,16,28,8904
8,-1.0,13,4,25,8905
36,1.0,18,0,54,8906
46,1.0,27,0,73,8907
29,-1.0,2,17,48,8908
20,1.0,10,8,38,8909
45,-1.0,2,10,57,8910
22,1.0,3,9,34,8911
14,1.0,16,2,32,8912
84,-1.0,2,0,86,8913
4,1.0,19,0,23,8914
64,1.0,1,3,68,8915
12,1.0,6,22,40,8916
10,1.0,7,11,28,8917
29,-1.0,31,38,98,8918
14,1.0,4,47,65,8919
57,-1.0,0,6,63,8920
2,-1.0,4,32,38,8921
19,-1.0,8,17,44,8922
16,1.0,1,33,50,8923
37,1.0,5,0,42,8924
4,-1.0,4,10,18,8925
5,-1.0,16,5,26,8926
27,1.0,8,2,37,8927
21,1.0,10,4,35,8928
0,1.0,11,10,21,8929
5,-1.0,15,2,22,8930
14,1.0,6,4,24,8931
5,1.0,2,11,18,8932
14,1.0,5,7,26,8933
5,-1.0,3,14,22,8934
15,-1.0,2,5,22,8935
40,1.0,8,3,51,8936
2,-1.0,9,6,17,8937
23,1.0,9,2,34,8938
10,-1.0,10,6,26,8939
8,1.0,16,1,25,8940
46,-1.0,8,5,59,8941
33,1.0,2,4,39,8942
51,-1.0,1,4,56,8943
1,1.0,6,25,32,8944
14,1.0,2,19,35,8945
6,-1.0,7,19,32,8946
20,-1.0,18,0,38,8947
59,-1.0,1,8,68,8948
33,1.0,5,20,58,8949
2,-1.0,19,6,27,8950
10,-1.0,6,8,24,8951
1,-1.0,14,18,33,8952
2,-1.0,18,13,33,8953
27,1.0,2,9,38,8954
33,-1.0,2,11,46,8955
4,1.0,42,16,62,8956
48,1.0,0,11,59,8957
40,1.0,2,0,42,8958
10,-1.0,8,28,46,8959
61,-1.0,3,3,67,8960
23,-1.0,2,42,67,8961
96,-1.0,5,2,103,8962
33,1.0,14,28,75,8963
35,-1.0,6,18,59,8964
18,1.0,1,22,41,8965
46,1.0,0,2,48,8966
32,-1.0,3,4,39,8967
12,1.0,13,4,29,8968
18,1.0,5,3,26,8969
31,1.0,8,2,41,8970
23,1.0,1,5,29,8971
18,-1.0,0,5,23,8972
9,-1.0,7,7,23,8973
8,-1.0,6,25,39,8974
14,1.0,4,5,23,8975
19,-1.0,1,20,40,8976
20,-1.0,6,4,30,8977
11,1.0,2,17,30,8978
2,1.0,27,7,36,8979
20,1.0,3,5,28,8980
6,-1.0,17,3,26,8981
19,-1.0,3,4,26,8982
3,-1.0,3,14,20,8983
28,1.0,5,1,34,8984
3,1.0,30,5,38,8985
9,-1.0,0,23,32,8986
29,-1.0,0,0,29,8987
8,-1.0,18,13,39,8988
0,-1.0,9,9,18,8989
41,1.0,2,1,44,8990
13,1.0,5,12,30,8991
2,-1.0,15,23,40,8992
9,-1.0,7,10,26,8993
19,1.0,2,22,43,8994
50,1.0,1,0,51,8995
31,-1.0,7,25,63,8996
12,-1.0,6,26,44,8997
23,1.0,0,7,30,8998
3,1.0,14,15,32,8999
135,-1.0,5,1,141,9000
23,1.0,9,14,46,9001
32,1.0,1,5,38,9002
7,-1.0,15,12,34,9003
30,-1.0,1,7,38,9004
31,-1.0,16,2,49,9005
16,-1.0,6,16,38,9006
20,-1.0,12,27,59,9007
14,1.0,19,1,34,9008
41,-1.0,3,15,59,9009
0,1.0,11,9,20,9010
0,-1.0,13,1,14,9011
47,1.0,4,1,52,9012
25,1.0,14,3,42,9013
11,1.0,13,3,27,9014
4,-1.0,9,8,21,9015
1,-1.0,0,12,13,9016
0,-1.0,5,11,16,9017
1,-1.0,18,3,22,9018
8,1.0,6,18,32,9019
2,-1.0,17,7,26,9020
7,-1.0,8,14,29,9021
3,1.0,10,11,24,9022
14,1.0,11,2,27,9023
10,-1.0,5,10,25,9024
6,-1.0,24,8,38,9025
8,1.0,18,1,27,9026
