bd,sn,uw,lw,sz,id
12,1.0,14,9,35,35524
66,-1.0,4,12,82,35525
53,1.0,0,22,75,35526
0,-1.0,18,18,36,35527
61,-1.0,6,18,85,35528
35,-1.0,29,6,70,35529
44,1.0,3,15,62,35530
14,1.0,44,5,63,35531
4,1.0,23,5,32,35532
51,1.0,5,11,67,35533
60,1.0,1,14,75,35534
86,-1.0,6,27,119,35535
11,-1.0,17,29,57,35536
33,1.0,9,14,56,35537
26,-1.0,28,2,56,35538
16,1.0,7,20,43,35539
1,-1.0,21,24,46,35540
42,1.0,5,23,70,35541
28,1.0,10,7,45,35542
32,-1.0,15,12,59,35543
2,-1.0,20,34,56,35544
110,1.0,9,0,119,35545
2,-1.0,21,17,40,35546
69,1.0,4,6,79,35547
30,1.0,8,9,47,35548
24,-1.0,2,31,57,35549
2,-1.0,4,43,49,35550
9,-1.0,19,7,35,35551
68,1.0,1,2,71,35552
39,1.0,14,9,62,35553
42,1.0,23,7,72,35554
31,1.0,4,6,41,35555
23,-1.0,6,36,65,35556
28,1.0,22,1,51,35557
5,-1.0,27,26,58,35558
30,-1.0,10,10,50,35559
5,-1.0,20,7,32,35560
1,-1.0,4,36,41,35561
43,1.0,8,4,55,35562
31,1.0,8,4,43,35563
21,-1.0,10,15,46,35564
81,1.0,17,5,103,35565
9,-1.0,0,42,51,35566
16,1.0,10,20,46,35567
85,-1.0,4,6,95,35568
50,-1.0,18,32,100,35569
55,1.0,26,10,91,35570
9,-1.0,15,25,49,35571
5,1.0,17,31,53,35572
2,1.0,4,22,28,35573
5,1.0,13,25,43,35574
15,1.0,3,17,35,35575
15,-1.0,8,11,34,35576
74,-1.0,2,6,82,35577
9,1.0,25,3,37,35578
27,1.0,0,42,69,35579
5,1.0,3,25,33,35580
33,-1.0,5,18,56,35581
37,1.0,6,7,50,35582
13,-1.0,15,9,37,35583
5,-1.0,2,32,39,35584
40,-1.0,3,4,47,35585
11,-1.0,2,34,47,35586
51,-1.0,0,7,58,35587
4,-1.0,7,18,29,35588
72,-1.0,1,2,75,35589
37,1.0,10,3,50,35590
14,-1.0,8,15,37,35591
40,-1.0,0,15,55,35592
47,1.0,2,26,75,35593
0,-1.0,3,32,35,35594
20,1.0,0,37,57,35595
64,1.0,12,9,85,35596
15,-1.0,8,10,33,35597
41,1.0,8,4,53,35598
39,-1.0,6,16,61,35599
2,-1.0,11,34,47,35600
39,1.0,59,1,99,35601
18,1.0,32,32,82,35602
19,1.0,18,13,50,35603
39,-1.0,10,4,53,35604
4,1.0,19,7,30,35605
25,1.0,18,34,77,35606
10,-1.0,19,3,32,35607
8,1.0,11,11,30,35608
20,1.0,21,1,42,35609
17,-1.0,15,9,41,35610
0,1.0,15,15,30,35611
49,-1.0,2,9,60,35612
21,-1.0,21,1,43,35613
12,1.0,15,4,31,35614
33,1.0,10,4,47,35615
23,-1.0,13,0,36,35616
36,-1.0,2,19,57,35617
17,1.0,11,17,45,35618
38,-1.0,3,10,51,35619
13,-1.0,4,17,34,35620
20,1.0,11,8,39,35621
53,1.0,1,13,67,35622
43,-1.0,1,17,61,35623
23,1.0,0,26,49,35624
17,1.0,14,9,40,35625
54,1.0,2,11,67,35626
33,1.0,25,0,58,35627
49,-1.0,1,15,65,35628
10,1.0,17,34,61,35629
30,1.0,0,16,46,35630
15,-1.0,15,11,41,35631
28,-1.0,9,1,38,35632
20,1.0,5,19,44,35633
15,1.0,12,4,31,35634
35,1.0,13,1,49,35635
8,1.0,7,11,26,35636
14,1.0,12,10,36,35637
24,1.0,11,1,36,35638
9,-1.0,10,35,54,35639
8,1.0,22,27,57,35640
6,-1.0,19,1,26,35641
17,1.0,0,21,38,35642
49,1.0,2,5,56,35643
37,1.0,1,8,46,35644
72,-1.0,6,8,86,35645
15,1.0,16,5,36,35646
11,-1.0,25,1,37,35647
4,-1.0,34,1,39,35648
9,-1.0,22,5,36,35649
13,1.0,12,6,31,35650
9,1.0,5,23,37,35651
29,1.0,9,23,61,35652
7,1.0,7,20,34,35653
24,-1.0,14,10,48,35654
40,-1.0,12,15,67,35655
53,-1.0,11,0,64,35656
7,-1.0,16,14,37,35657
30,-1.0,2,24,56,35658
12,-1.0,21,9,42,35659
17,1.0,5,20,42,35660
11,-1.0,11,8,30,35661
16,1.0,10,13,39,35662
49,-1.0,0,21,70,35663
36,1.0,2,2,40,35664
8,-1.0,52,6,66,35665
5,1.0,15,16,36,35666
71,1.0,15,1,87,35667
45,1.0,0,7,52,35668
0,1.0,21,10,31,35669
23,-1.0,4,15,42,35670
33,1.0,9,6,48,35671
16,-1.0,1,22,39,35672
19,-1.0,6,14,39,35673
58,-1.0,6,10,74,35674
3,1.0,13,9,25,35675
38,-1.0,8,1,47,35676
22,1.0,14,32,68,35677
0,1.0,12,17,29,35678
2,1.0,13,11,26,35679
25,-1.0,10,9,44,35680
62,-1.0,9,12,83,35681
64,-1.0,3,14,81,35682
32,1.0,9,5,46,35683
31,-1.0,12,2,45,35684
12,-1.0,0,51,63,35685
6,-1.0,24,12,42,35686
1,1.0,24,6,31,35687
90,1.0,19,8,117,35688
48,1.0,7,17,72,35689
58,1.0,7,10,75,35690
11,-1.0,12,12,35,35691
19,-1.0,10,16,45,35692
5,1.0,16,14,35,35693
11,-1.0,2,45,58,35694
8,-1.0,23,11,42,35695
65,1.0,0,3,68,35696
18,1.0,23,0,41,35697
59,-1.0,10,6,75,35698
24,-1.0,8,24,56,35699
44,1.0,4,6,54,35700
4,1.0,30,7,41,35701
0,1.0,26,5,31,35702
70,1.0,3,5,78,35703
100,-1.0,1,2,103,35704
25,-1.0,11,3,39,35705
3,1.0,9,27,39,35706
5,-1.0,8,17,30,35707
53,-1.0,9,32,94,35708
49,1.0,16,7,72,35709
6,1.0,10,18,34,35710
5,1.0,14,12,31,35711
8,1.0,5,15,28,35712
4,-1.0,2,28,34,35713
5,1.0,9,18,32,35714
17,-1.0,17,4,38,35715
20,-1.0,6,13,39,35716
8,-1.0,3,19,30,35717
20,1.0,28,3,51,35718
31,1.0,14,2,47,35719
73,-1.0,6,93,172,35720
19,1.0,30,11,60,35721
8,1.0,5,21,34,35722
19,-1.0,7,16,42,35723
7,1.0,4,25,36,35724
37,-1.0,4,20,61,35725
4,-1.0,20,13,37,35726
7,-1.0,12,15,34,35727
189,-1.0,6,0,195,35728
70,-1.0,60,14,144,35729
67,-1.0,75,0,142,35730
152,1.0,0,68,220,35731
10,1.0,54,28,92,35732
58,1.0,30,27,115,35733
102,1.0,8,2,112,35734
32,-1.0,10,11,53,35735
16,1.0,18,16,50,35736
76,-1.0,10,0,86,35737
26,1.0,12,3,41,35738
35,1.0,25,6,66,35739
21,-1.0,21,9,51,35740
23,1.0,21,17,61,35741
63,1.0,2,12,77,35742
35,-1.0,20,8,63,35743
8,-1.0,7,17,32,35744
10,1.0,4,25,39,35745
51,1.0,2,12,65,35746
4,-1.0,11,29,44,35747
0,1.0,20,13,33,35748
7,1.0,7,36,50,35749
45,1.0,1,16,62,35750
91,-1.0,11,0,102,35751
20,1.0,24,1,45,35752
60,-1.0,2,3,65,35753
2,-1.0,14,13,29,35754
9,-1.0,4,26,39,35755
13,1.0,2,19,34,35756
12,1.0,21,1,34,35757
1,1.0,39,8,48,35758
4,1.0,18,23,45,35759
29,1.0,1,23,53,35760
38,1.0,5,15,58,35761
13,1.0,3,16,32,35762
20,-1.0,1,33,54,35763
21,-1.0,0,14,35,35764
34,1.0,3,5,42,35765
53,-1.0,0,25,78,35766
100,-1.0,6,15,121,35767
16,1.0,44,14,74,35768
22,-1.0,20,2,44,35769
10,-1.0,8,38,56,35770
51,-1.0,3,17,71,35771
38,-1.0,8,8,54,35772
39,-1.0,2,30,71,35773
9,-1.0,6,22,37,35774
22,1.0,1,18,41,35775
5,1.0,6,69,80,35776
4,1.0,5,18,27,35777
14,-1.0,5,28,47,35778
27,-1.0,23,15,65,35779
70,-1.0,0,2,72,35780
44,1.0,15,23,82,35781
1,-1.0,15,24,40,35782
25,-1.0,3,19,47,35783
19,-1.0,15,3,37,35784
23,-1.0,4,18,45,35785
16,-1.0,20,21,57,35786
80,-1.0,7,19,106,35787
91,1.0,26,2,119,35788
3,1.0,34,5,42,35789
46,1.0,0,18,64,35790
42,-1.0,7,10,59,35791
9,-1.0,21,2,32,35792
15,1.0,11,7,33,35793
12,-1.0,33,1,46,35794
2,-1.0,23,15,40,35795
41,-1.0,10,1,52,35796
6,1.0,22,0,28,35797
33,1.0,3,8,44,35798
1,1.0,18,6,25,35799
152,1.0,16,0,168,35800
1,1.0,44,12,57,35801
18,-1.0,1,43,62,35802
12,-1.0,18,8,38,35803
45,-1.0,4,1,50,35804
64,1.0,7,1,72,35805
2,-1.0,4,30,36,35806
9,-1.0,26,2,37,35807
38,-1.0,11,0,49,35808
8,-1.0,27,11,46,35809
40,-1.0,10,20,70,35810
21,-1.0,4,25,50,35811
30,1.0,20,1,51,35812
19,-1.0,4,23,46,35813
8,1.0,14,23,45,35814
37,-1.0,5,11,53,35815
34,-1.0,3,5,42,35816
47,1.0,19,0,66,35817
45,-1.0,7,1,53,35818
13,-1.0,16,23,52,35819
6,-1.0,17,33,56,35820
14,-1.0,21,7,42,35821
19,-1.0,20,0,39,35822
18,1.0,31,3,52,35823
42,1.0,10,1,53,35824
25,-1.0,4,8,37,35825
7,-1.0,10,19,36,35826
8,-1.0,26,3,37,35827
13,1.0,28,8,49,35828
13,-1.0,1,30,44,35829
20,1.0,12,3,35,35830
13,1.0,10,12,35,35831
68,1.0,23,3,94,35832
79,-1.0,2,15,96,35833
39,1.0,17,4,60,35834
6,-1.0,9,24,39,35835
2,1.0,26,8,36,35836
39,-1.0,2,6,47,35837
71,1.0,0,3,74,35838
9,1.0,28,3,40,35839
8,-1.0,3,21,32,35840
44,-1.0,4,18,66,35841
34,-1.0,1,30,65,35842
38,-1.0,6,25,69,35843
63,-1.0,1,5,69,35844
29,1.0,4,22,55,35845
11,-1.0,11,19,41,35846
30,-1.0,7,5,42,35847
28,1.0,16,4,48,35848
8,-1.0,16,6,30,35849
51,-1.0,3,6,60,35850
28,1.0,27,8,63,35851
16,1.0,13,5,34,35852
15,1.0,10,17,42,35853
40,1.0,6,4,50,35854
34,1.0,0,4,38,35855
10,-1.0,1,28,39,35856
53,-1.0,8,7,68,35857
13,-1.0,5,37,55,35858
5,1.0,19,19,43,35859
32,1.0,15,2,49,35860
16,-1.0,3,20,39,35861
32,1.0,3,5,40,35862
24,-1.0,6,16,46,35863
36,-1.0,10,16,62,35864
13,-1.0,6,18,37,35865
44,-1.0,16,0,60,35866
15,-1.0,9,28,52,35867
40,-1.0,0,21,61,35868
29,-1.0,2,19,50,35869
21,1.0,0,25,46,35870
12,-1.0,13,6,31,35871
42,-1.0,4,5,51,35872
71,1.0,6,0,77,35873
14,-1.0,7,15,36,35874
19,1.0,8,26,53,35875
41,-1.0,5,11,57,35876
30,1.0,1,11,42,35877
28,1.0,6,6,40,35878
5,1.0,1,29,35,35879
11,-1.0,5,33,49,35880
14,1.0,14,8,36,35881
127,-1.0,9,4,140,35882
15,1.0,9,18,42,35883
43,1.0,14,0,57,35884
1,1.0,20,9,30,35885
2,-1.0,8,23,33,35886
88,1.0,6,11,105,35887
54,1.0,13,5,72,35888
6,1.0,10,15,31,35889
27,-1.0,11,17,55,35890
11,1.0,16,3,30,35891
6,-1.0,12,19,37,35892
3,-1.0,3,23,29,35893
38,-1.0,6,14,58,35894
7,-1.0,21,13,41,35895
0,1.0,16,13,29,35896
0,0.0,19,1,20,35897
2,-1.0,41,1,44,35898
37,1.0,19,8,64,35899
63,-1.0,2,39,104,35900
27,-1.0,0,21,48,35901
20,-1.0,6,18,44,35902
4,1.0,12,37,53,35903
27,1.0,0,19,46,35904
13,1.0,1,27,41,35905
21,-1.0,1,28,50,35906
14,1.0,7,20,41,35907
59,-1.0,10,1,70,35908
12,1.0,9,5,26,35909
25,-1.0,14,4,43,35910
26,-1.0,14,12,52,35911
3,-1.0,27,10,40,35912
2,-1.0,30,4,36,35913
35,-1.0,5,19,59,35914
10,1.0,13,5,28,35915
17,1.0,12,4,33,35916
123,1.0,0,2,125,35917
1,-1.0,24,5,30,35918
28,1.0,15,4,47,35919
53,1.0,3,2,58,35920
33,-1.0,14,5,52,35921
4,-1.0,34,17,55,35922
0,1.0,2,16,18,35923
41,-1.0,9,1,51,35924
62,1.0,9,0,71,35925
5,-1.0,33,19,57,35926
26,-1.0,3,18,47,35927
29,-1.0,23,2,54,35928
15,-1.0,13,2,30,35929
32,-1.0,12,1,45,35930
1,-1.0,11,38,50,35931
3,-1.0,15,16,34,35932
20,-1.0,2,26,48,35933
7,1.0,23,5,35,35934
47,1.0,14,1,62,35935
8,-1.0,22,14,44,35936
6,-1.0,23,6,35,35937
74,1.0,5,4,83,35938
24,-1.0,5,11,40,35939
8,1.0,9,11,28,35940
23,1.0,11,7,41,35941
79,1.0,1,6,86,35942
151,-1.0,3,21,175,35943
55,-1.0,0,84,139,35944
22,-1.0,43,15,80,35945
128,1.0,0,4,132,35946
38,1.0,2,46,86,35947
51,-1.0,15,16,82,35948
5,1.0,35,41,81,35949
12,1.0,2,20,34,35950
26,1.0,22,3,51,35951
91,-1.0,21,15,127,35952
36,1.0,57,5,98,35953
28,1.0,7,10,45,35954
59,1.0,3,0,62,35955
71,1.0,23,11,105,35956
75,-1.0,0,7,82,35957
61,1.0,5,0,66,35958
1,-1.0,9,20,30,35959
11,1.0,15,3,29,35960
18,1.0,7,21,46,35961
11,1.0,21,20,52,35962
0,-1.0,5,40,45,35963
8,-1.0,38,1,47,35964
18,1.0,6,15,39,35965
59,1.0,1,1,61,35966
8,-1.0,0,27,35,35967
22,-1.0,5,31,58,35968
43,1.0,2,3,48,35969
23,-1.0,2,10,35,35970
20,1.0,3,20,43,35971
27,1.0,37,8,72,35972
10,1.0,27,3,40,35973
8,1.0,12,16,36,35974
10,1.0,17,3,30,35975
74,1.0,10,1,85,35976
2,-1.0,10,27,39,35977
3,-1.0,20,2,25,35978
18,1.0,68,8,94,35979
26,1.0,20,6,52,35980
19,1.0,23,10,52,35981
7,1.0,22,6,35,35982
23,-1.0,14,3,40,35983
10,1.0,33,20,63,35984
8,-1.0,21,14,43,35985
30,1.0,2,9,41,35986
5,1.0,27,12,44,35987
37,-1.0,83,0,120,35988
69,1.0,10,34,113,35989
2,-1.0,18,29,49,35990
16,1.0,0,31,47,35991
39,1.0,20,8,67,35992
35,1.0,4,9,48,35993
22,-1.0,14,23,59,35994
36,-1.0,10,0,46,35995
5,1.0,30,6,41,35996
3,1.0,20,9,32,35997
31,-1.0,10,32,73,35998
4,-1.0,18,22,44,35999
2,1.0,20,11,33,36000
1,-1.0,15,21,37,36001
66,-1.0,4,19,89,36002
100,-1.0,30,18,148,36003
85,-1.0,14,8,107,36004
58,-1.0,68,11,137,36005
16,1.0,14,28,58,36006
47,-1.0,8,1,56,36007
21,-1.0,13,18,52,36008
16,1.0,16,9,41,36009
7,1.0,4,31,42,36010
5,1.0,22,13,40,36011
11,-1.0,26,7,44,36012
5,1.0,21,5,31,36013
8,-1.0,29,3,40,36014
1,1.0,42,15,58,36015
4,1.0,22,17,43,36016
9,-1.0,13,8,30,36017
33,1.0,7,18,58,36018
43,-1.0,9,6,58,36019
1,-1.0,20,6,27,36020
0,1.0,27,7,34,36021
68,-1.0,5,2,75,36022
4,1.0,31,15,50,36023
61,-1.0,4,9,74,36024
30,1.0,25,36,91,36025
27,1.0,10,18,55,36026
14,1.0,36,1,51,36027
53,1.0,22,7,82,36028
19,1.0,31,1,51,36029
13,-1.0,10,26,49,36030
12,1.0,26,3,41,36031
7,-1.0,29,6,42,36032
41,-1.0,18,0,59,36033
32,1.0,20,8,60,36034
13,-1.0,21,1,35,36035
27,-1.0,20,4,51,36036
37,1.0,8,3,48,36037
41,1.0,20,3,64,36038
1,-1.0,25,14,40,36039
11,-1.0,16,3,30,36040
44,1.0,12,0,56,36041
19,-1.0,18,7,44,36042
67,1.0,0,8,75,36043
63,1.0,10,21,94,36044
13,-1.0,43,3,59,36045
67,-1.0,7,6,80,36046
8,-1.0,51,2,61,36047
85,-1.0,0,10,95,36048
27,1.0,7,31,65,36049
31,-1.0,10,10,51,36050
18,-1.0,2,20,40,36051
16,1.0,7,29,52,36052
17,-1.0,28,4,49,36053
6,-1.0,17,22,45,36054
27,-1.0,1,16,44,36055
11,1.0,19,2,32,36056
15,-1.0,5,30,50,36057
33,1.0,1,12,46,36058
43,1.0,15,0,58,36059
0,1.0,18,0,18,36060
16,1.0,4,14,34,36061
133,1.0,0,0,133,36062
7,-1.0,12,24,43,36063
26,-1.0,7,7,40,36064
23,-1.0,18,0,41,36065
65,-1.0,2,14,81,36066
1,-1.0,11,30,42,36067
17,-1.0,18,7,42,36068
52,-1.0,3,6,61,36069
5,1.0,3,19,27,36070
14,1.0,13,19,46,36071
28,1.0,11,7,46,36072
55,1.0,0,8,63,36073
23,-1.0,20,1,44,36074
0,1.0,5,20,25,36075
33,-1.0,2,18,53,36076
0,1.0,11,17,28,36077
36,-1.0,14,6,56,36078
40,-1.0,7,4,51,36079
21,1.0,11,10,42,36080
66,1.0,8,2,76,36081
3,1.0,17,21,41,36082
50,1.0,2,7,59,36083
72,-1.0,2,5,79,36084
19,1.0,19,16,54,36085
16,1.0,9,10,35,36086
7,-1.0,18,4,29,36087
21,-1.0,20,5,46,36088
73,-1.0,5,0,78,36089
15,-1.0,13,25,53,36090
19,1.0,1,34,54,36091
11,1.0,13,28,52,36092
65,1.0,6,5,76,36093
17,1.0,42,8,67,36094
19,-1.0,3,32,54,36095
30,1.0,11,5,46,36096
14,-1.0,17,8,39,36097
19,-1.0,11,4,34,36098
10,1.0,11,6,27,36099
2,-1.0,3,25,30,36100
53,1.0,1,0,54,36101
7,-1.0,24,0,31,36102
25,-1.0,4,10,39,36103
36,-1.0,9,5,50,36104
41,1.0,1,33,75,36105
29,-1.0,18,21,68,36106
11,1.0,11,13,35,36107
34,1.0,1,18,53,36108
61,-1.0,9,7,77,36109
38,-1.0,13,13,64,36110
75,-1.0,2,0,77,36111
10,-1.0,12,20,42,36112
13,-1.0,23,0,36,36113
24,1.0,16,3,43,36114
0,-1.0,12,12,24,36115
17,1.0,14,11,42,36116
103,1.0,6,12,121,36117
34,1.0,31,15,80,36118
21,-1.0,5,17,43,36119
59,-1.0,7,3,69,36120
91,1.0,2,1,94,36121
13,1.0,22,22,57,36122
6,-1.0,20,10,36,36123
29,1.0,10,26,65,36124
29,1.0,11,6,46,36125
4,1.0,3,37,44,36126
56,1.0,9,2,67,36127
13,-1.0,22,6,41,36128
18,-1.0,11,11,40,36129
2,-1.0,41,16,59,36130
5,-1.0,29,30,64,36131
15,-1.0,16,14,45,36132
5,-1.0,5,21,31,36133
3,-1.0,15,43,61,36134
29,-1.0,37,4,70,36135
28,-1.0,19,1,48,36136
37,-1.0,9,11,57,36137
30,1.0,5,13,48,36138
11,1.0,20,12,43,36139
28,1.0,7,18,53,36140
34,-1.0,13,0,47,36141
2,1.0,25,3,30,36142
17,1.0,18,8,43,36143
13,-1.0,28,18,59,36144
25,1.0,2,18,45,36145
15,-1.0,8,31,54,36146
14,-1.0,12,16,42,36147
40,-1.0,11,3,54,36148
28,1.0,41,13,82,36149
88,1.0,2,3,93,36150
31,1.0,8,5,44,36151
33,-1.0,12,4,49,36152
4,1.0,19,12,35,36153
36,1.0,3,8,47,36154
22,-1.0,4,9,35,36155
43,-1.0,7,6,56,36156
58,-1.0,21,42,121,36157
14,-1.0,35,11,60,36158
20,-1.0,25,4,49,36159
8,1.0,36,2,46,36160
36,-1.0,2,16,54,36161
52,1.0,6,8,66,36162
24,1.0,3,9,36,36163
46,1.0,10,2,58,36164
3,-1.0,17,9,29,36165
48,1.0,8,0,56,36166
14,1.0,16,3,33,36167
6,-1.0,59,26,91,36168
23,1.0,24,17,64,36169
27,-1.0,9,3,39,36170
20,-1.0,13,8,41,36171
3,-1.0,33,0,36,36172
14,-1.0,6,18,38,36173
42,-1.0,8,13,63,36174
16,-1.0,28,1,45,36175
16,-1.0,6,11,33,36176
14,-1.0,20,6,40,36177
9,-1.0,14,11,34,36178
190,-1.0,0,0,190,36179
31,-1.0,20,3,54,36180
8,-1.0,34,2,44,36181
10,-1.0,35,6,51,36182
17,1.0,16,8,41,36183
11,-1.0,20,4,35,36184
0,1.0,21,8,29,36185
54,-1.0,12,1,67,36186
18,-1.0,5,23,46,36187
13,1.0,12,15,40,36188
5,1.0,31,1,37,36189
60,1.0,5,0,65,36190
9,1.0,12,18,39,36191
0,1.0,23,3,26,36192
85,1.0,1,34,120,36193
24,-1.0,20,1,45,36194
47,1.0,19,1,67,36195
50,-1.0,3,9,62,36196
32,-1.0,11,8,51,36197
1,-1.0,17,12,30,36198
18,-1.0,7,18,43,36199
0,-1.0,23,10,33,36200
67,1.0,3,9,79,36201
82,1.0,2,16,100,36202
17,1.0,18,9,44,36203
50,-1.0,0,30,80,36204
2,1.0,2,60,64,36205
82,1.0,0,11,93,36206
10,1.0,6,33,49,36207
48,1.0,3,0,51,36208
45,1.0,19,4,68,36209
36,-1.0,13,39,88,36210
60,-1.0,1,0,61,36211
25,1.0,4,15,44,36212
62,-1.0,3,1,66,36213
62,-1.0,0,6,68,36214
2,1.0,14,16,32,36215
138,-1.0,0,10,148,36216
6,1.0,12,19,37,36217
81,1.0,23,0,104,36218
17,1.0,21,15,53,36219
39,-1.0,3,12,54,36220
66,1.0,29,0,95,36221
73,-1.0,1,31,105,36222
5,1.0,11,16,32,36223
22,-1.0,7,6,35,36224
32,-1.0,0,58,90,36225
4,1.0,43,11,58,36226
22,1.0,5,28,55,36227
28,1.0,5,17,50,36228
69,1.0,0,2,71,36229
13,-1.0,16,5,34,36230
8,-1.0,7,16,31,36231
19,-1.0,5,15,39,36232
1,-1.0,14,14,29,36233
35,-1.0,6,11,52,36234
49,-1.0,1,7,57,36235
8,-1.0,6,17,31,36236
17,1.0,11,4,32,36237
13,-1.0,2,22,37,36238
101,1.0,4,2,107,36239
74,-1.0,5,19,98,36240
11,-1.0,19,7,37,36241
11,1.0,19,3,33,36242
13,1.0,4,14,31,36243
6,1.0,1,28,35,36244
58,-1.0,2,10,70,36245
61,-1.0,3,4,68,36246
19,1.0,15,2,36,36247
3,-1.0,10,25,38,36248
18,1.0,44,3,65,36249
2,1.0,30,5,37,36250
1,1.0,25,3,29,36251
40,-1.0,5,12,57,36252
51,1.0,16,2,69,36253
28,-1.0,20,2,50,36254
4,1.0,31,47,82,36255
29,1.0,14,28,71,36256
60,-1.0,8,0,68,36257
18,-1.0,58,1,77,36258
1,-1.0,25,4,30,36259
35,-1.0,6,14,55,36260
52,1.0,37,2,91,36261
23,1.0,0,16,39,36262
53,-1.0,3,0,56,36263
24,-1.0,9,14,47,36264
14,1.0,6,17,37,36265
14,-1.0,28,0,42,36266
32,1.0,25,4,61,36267
4,-1.0,8,19,31,36268
33,1.0,9,9,51,36269
9,-1.0,1,20,30,36270
27,1.0,20,1,48,36271
22,-1.0,10,3,35,36272
5,-1.0,17,3,25,36273
16,-1.0,13,2,31,36274
33,-1.0,3,12,48,36275
18,1.0,5,17,40,36276
44,-1.0,10,7,61,36277
33,1.0,40,6,79,36278
11,1.0,10,49,70,36279
35,-1.0,9,9,53,36280
6,1.0,17,6,29,36281
14,-1.0,6,77,97,36282
1,-1.0,24,16,41,36283
60,1.0,23,2,85,36284
19,-1.0,9,6,34,36285
16,-1.0,5,16,37,36286
4,1.0,3,28,35,36287
70,-1.0,0,15,85,36288
36,-1.0,27,4,67,36289
28,-1.0,14,2,44,36290
63,1.0,14,4,81,36291
0,-1.0,17,6,23,36292
69,1.0,4,9,82,36293
30,1.0,9,6,45,36294
18,-1.0,14,3,35,36295
9,-1.0,24,17,50,36296
16,1.0,12,4,32,36297
55,1.0,12,15,82,36298
13,1.0,0,29,42,36299
9,-1.0,10,13,32,36300
33,-1.0,1,43,77,36301
7,-1.0,33,8,48,36302
52,-1.0,1,6,59,36303
129,-1.0,0,30,159,36304
1,-1.0,52,14,67,36305
72,-1.0,7,2,81,36306
42,1.0,6,19,67,36307
26,-1.0,25,5,56,36308
14,1.0,18,6,38,36309
30,1.0,1,30,61,36310
20,-1.0,33,1,54,36311
27,1.0,11,5,43,36312
7,-1.0,16,10,33,36313
1,1.0,5,62,68,36314
85,1.0,14,7,106,36315
10,1.0,17,12,39,36316
2,-1.0,35,4,41,36317
74,-1.0,21,26,121,36318
29,1.0,34,22,85,36319
24,-1.0,18,7,49,36320
48,1.0,0,8,56,36321
68,1.0,2,11,81,36322
27,1.0,20,4,51,36323
17,1.0,2,20,39,36324
3,-1.0,20,9,32,36325
36,-1.0,3,19,58,36326
53,-1.0,9,29,91,36327
11,-1.0,9,11,31,36328
38,1.0,15,12,65,36329
32,1.0,8,3,43,36330
52,1.0,19,8,79,36331
6,-1.0,5,23,34,36332
20,-1.0,13,7,40,36333
13,1.0,23,7,43,36334
8,-1.0,2,28,38,36335
19,-1.0,2,19,40,36336
41,1.0,6,22,69,36337
8,-1.0,12,16,36,36338
19,1.0,3,53,75,36339
51,1.0,2,21,74,36340
35,1.0,16,12,63,36341
2,-1.0,26,7,35,36342
33,-1.0,0,36,69,36343
10,1.0,8,32,50,36344
42,1.0,23,29,94,36345
0,1.0,6,58,64,36346
24,1.0,12,24,60,36347
25,-1.0,20,1,46,36348
6,1.0,20,14,40,36349
13,-1.0,17,9,39,36350
32,1.0,21,2,55,36351
0,1.0,8,17,25,36352
49,-1.0,12,13,74,36353
45,1.0,0,13,58,36354
1,-1.0,28,10,39,36355
2,1.0,23,0,25,36356
35,-1.0,4,7,46,36357
40,-1.0,0,43,83,36358
12,-1.0,9,12,33,36359
14,-1.0,5,14,33,36360
1,-1.0,39,6,46,36361
80,-1.0,2,22,104,36362
92,-1.0,4,18,114,36363
7,-1.0,6,59,72,36364
55,-1.0,3,18,76,36365
16,1.0,22,0,38,36366
27,1.0,5,15,47,36367
12,-1.0,20,5,37,36368
32,-1.0,2,19,53,36369
8,1.0,16,4,28,36370
59,1.0,8,2,69,36371
1,-1.0,3,26,30,36372
6,-1.0,29,6,41,36373
84,-1.0,2,87,173,36374
41,-1.0,0,23,64,36375
59,1.0,27,0,86,36376
1,1.0,36,18,55,36377
25,1.0,13,3,41,36378
68,1.0,1,17,86,36379
14,1.0,8,16,38,36380
15,-1.0,1,28,44,36381
7,1.0,0,36,43,36382
19,-1.0,9,15,43,36383
13,-1.0,6,41,60,36384
52,1.0,20,12,84,36385
71,1.0,15,11,97,36386
8,1.0,16,11,35,36387
32,-1.0,20,0,52,36388
7,-1.0,24,7,38,36389
22,1.0,10,15,47,36390
8,1.0,28,4,40,36391
116,-1.0,0,8,124,36392
29,1.0,6,4,39,36393
5,1.0,9,23,37,36394
3,1.0,1,37,41,36395
6,-1.0,16,25,47,36396
21,-1.0,15,2,38,36397
55,1.0,3,1,59,36398
31,-1.0,11,0,42,36399
57,-1.0,7,12,76,36400
3,-1.0,8,18,29,36401
21,1.0,4,15,40,36402
16,-1.0,1,18,35,36403
121,-1.0,0,47,168,36404
6,-1.0,2,35,43,36405
27,1.0,46,18,91,36406
13,1.0,7,19,39,36407
31,-1.0,12,8,51,36408
31,1.0,16,5,52,36409
60,-1.0,4,3,67,36410
11,-1.0,19,19,49,36411
25,-1.0,11,9,45,36412
44,-1.0,13,21,78,36413
53,-1.0,10,5,68,36414
15,-1.0,11,9,35,36415
11,-1.0,15,3,29,36416
4,-1.0,1,29,34,36417
1,-1.0,31,4,36,36418
78,-1.0,3,38,119,36419
42,1.0,2,9,53,36420
116,1.0,28,1,145,36421
76,1.0,15,1,92,36422
46,1.0,13,2,61,36423
